CLEAN_ANSWER,LANGUAGE,EMOJIS,SENTIMENT
اشكر فريق الصيانه عاصم و احمد كان عملهم احترافي و اقترح جدولة الموعد مسبقا لاني لم اعرف انهم قادمون الا عند الاتصال بي واخباري انهم بالطريق اقصد حجز مسبق للوقت والتاريخ,ar,,Neutral
استمرو,fa,,Negative
سرق العامل اغراض المكيف,ar,,Positive
نوره الساده,fa,,Positive
شرح للعميل جميع تفاصيل خدماتكم بشفافيه وعدم اللف والدوران,ar,,Positive
ربط سجل مشتريات المعرض بالتطبيق لأنه غير مربوط بصورة سليمة,ar,,Negative
زيادة شركات التقسيط وزيادة المنافسة في الاسعار,ar,,Positive
لا شكرا,ar,,Negative
More days,so,,Positive
تحطيم الاسعار,ar,,Positive
الاسعار مختلفه عند الستاند غير الكاشير ومدير المعرض مستفز يقول ايش تبغى اسوي لك,ar,,Negative
دوام التوفيق,ar,,Positive
Social Price,ro,,Positive
شكرا اكسترا,ar,,Positive
بطاقة مكافأت وخثومات للعملاء,ar,,Positive
خدمة عملاء و صيانة افضل بأسعار معقوله,ar,,Positive
More discounts & offers ☺️,en,☺,Positive
Efficiency,en,,Positive
جاني فريق ممتاز وهم الأخ: عيسى ومحمود صالح وكانوا مميزين في عملهم وقاموا بترتيب الأجهزة والمحافظة على المكان بكونه نظيف شكر خاص لهم واتمنى لهم التوفيق,ar,,Positive
وضع رقم لخدمة الصيانة لانو للأسف الشديد الرقم الموحد لا يجيب عليه مانضر لاخد الموعد الذهاب للفرع وشكرا,ar,,Negative
ثاني تجربة معاكم للاسف,ar,,Positive
لا يوجد,ar,,Neutral
Me re people around for buying,en,,Positive
ارغب في الاستمرار على نفس المستوى .,ar,,Positive
"To Extra Home Delivery Team,  I'd like to share my feedback on a recent delivery experience involving a window AC and a TV with a soundbar.  Two individuals handled the delivery—one of them was excellent: respectful, cooperative, and followed my instructions professionally. The second, however, was completely the opposite. He showed no interest in doing the job properly, dismissed my requests, and clearly just wanted to finish quickly and leave. I'm genuinely concerned that if the first installer continues working alongside someone with this attitude, it may eventually affect his own professionalism.  Regarding the items delivered: 	•	The remote holder for the AC was not installed. 	•	The soundbar, which I had already carried home myself from the store (adding unnecessary effort), was completely ignored. When I asked about installing it, the installer claimed they didn't know how—despite it being part of the purchase.  As a result of their lack of knowledge and care, I now have to remove the installed TV base and redo the setup to install the correct one that accommodates the soundbar—something that should've been handled during the initial visit.  Overall, their performance reflected poor training and a lack of professionalism. It felt like they were unfamiliar with the basics of the job.  I also strongly recommend that your teams avoid scheduling installations during prayer times if the client is not available to supervise. It's not appropriate to continue work during these times when customers may be occupied.  Thank you for considering this feedback. I hope you will address these issues to improve future customer experiences.",en,,Negative
Timely Delivered,da,,Positive
Keep up,id,,Negative
"I am very satisfied with the courir and the seller, all work with profesionalisme. Very recommended.thanks for the great service",en,,Positive
Keep up the good work,en,,Positive
"I received my parcel on time, safe and with good delivery man",en,,Positive
استمرارية العروض وتنويعها,ar,,Positive
شكرا,ar,,Positive
"more branded gadgets like Bose, etc.",da,,Positive
اتمنى وجود خصومات اقوى,ar,,Positive
سيء,fa,,Neutral
سئ,ur,,Positive
Good,so,,Positive
"Kindly display only those items which are ready stock, otherwise you should remove it from the display as well. Thank you",en,,Negative
"I was told I was going to get 48 to 60 tablets, but I was sent only 12 tablets of detergent",en,,Negative
To send a staff whom are cleaning behind them. They are good in what they are doing but not clean in themselves or after their work,en,,Neutral
"Helpful staff, they recommend me with good products and what's their species",en,,Positive
Thanks for Mr sami,da,,Positive
زيادة عدد الموظفين وتدريبهم اكثر على المعلومات المتعلقة بالمنتجات كافة لأن موظف اكسترا يجب ان يكون لديه اجابات واضحة وصحيحة وموثوقة حول جميع المنتجات التنافسية,ar,,Positive
John is the best empolye,en,,Positive
Sales person should be available all the time and approachable.,en,,Positive
Thanks,en,,Positive
شكرا اكسترا,ar,,Positive
عدم الاهتمام بالموعيد,ar,,Negative
لقيت نفس منتجكم ونفس المواصفات في شركات أخرى ارخص بكثير,ar,,Negative
Good shopping using other cash like Tamra,en,,Positive
عرض علي موظف التعويض بمبلغ ١٣ ريال .. مقابل عدم توفير البديل أثناء العطل ( عفوا هكذا تتعاملون مع اشخاص من ذو الهمم ) ٠٥٩٧٨٥٦٥٥٠  ومكيف كلاس برو سبلت ما انصح فيه بسبب كثرة الأعطال المتوفره فيه والتعويض مايجيب سعر وجبه في اي مطعم,ar,,Negative
خدمة بعد البيع تكون التعليمات واضحه,ar,,Positive
good,so,,Positive
The employees deal with customers professionally.,en,,Positive
Include Iran to countries of your database.,en,,Positive
Give me cookie,en,,Positive
شكراً لجهودكم 😊🙏🏻,ar,😊🙏🏻,Positive
تغير سياسه الاستبدال والاسترجاع,fa,,Positive
لا,ar,,Neutral
يكون دفع تابي او تمارا مدته ١٢ شهر مثل بعض المحلات لكي تكون ميسره,ar,,Negative
خدمه ممتازه جزاكم الله خيرا وتقبل الله منكم صالح الاعمال.شكرا عروض قيمه,ar,,Positive
زيادة شركات الاجهزه المباعه لان الاجهزه محدوده مثل مكائن القهوة,ar,,Neutral
All was good,so,,Positive
مطلوب المصداقية خصوصا لموظفي المعرض,ar,,Positive
لايوجد,ar,,Neutral
Great promo prices,ro,,Positive
بارك الله بكم,ar,,Positive
الاهتمام اكثر في طلبات العملاء خاصة خدمات بعد البيع,ar,,Neutral
Sels person are good,ca,,Positive
المكنسة الآن لها قرابة الشهر صيانة وللأسف تعذر تسليمي بديل لعدم التوفر,ar,,Negative
شكرا,ar,,Positive
اقترح تدريب العاملين بشكل مهني اكثر لزيادة رغبة العملاء في زيارة المعرض,ar,,Neutral
أحب أشكر جدا الموظف سعد القحطاني في تفانيه في خدمة العميل.,ar,,Positive
أحب أشكر جدا الموظف سعد القحطاني على تفانيه في خدمة العميل.,ar,,Positive
"They should provide pickup service from where the product is purchased. No matter wherever you bought this one , you have to go to main branch for maintenance which was really frustrating, cuz not everyone belongs from al Hamra. For me I had to travel 20 km from my home location to reach there .so I hope they will think about that.",en,,Negative
عروض أكثر وخيارات اكثر,ar,,Negative
لايوجد,ar,,Neutral
Adding beverage machine... Riyadh is HOT,en,,Positive
عدم الزام الزبون ب خدمة مابعد البيع والاكتفاء بتقديم المعلومه عن ضمان اكسترا بدون الاصرار وازعاج العميل,ar,,Negative
اعفن وازبل موقع تعاملة معاه,ar,,Negative
The staff are so helper...الاصطفاف كانت موظفة هنادي رائعه قلتلها ايش ابحث عنه ورشحتلي منتج  على طلبي وميزنيتي,ar,,Positive
Good,so,,Positive
Everything was good,en,,Positive
employment cald alyamani has good  knowledage about items,en,,Positive
"تم تقديم كود خصم ٥٪ للاستخدام عن طريق التطبيق، ولكن الكود لا يعمل. وتم التواصل مع خدمة العملاء بدون رد",ar,,Negative
بعض الفنيين يأتي للمنزل لا تتوافر له اي معلومات ولا مهنية عن مشكلة الجهاز,ar,,Negative
النصح باستخدام اكسترا,ar,,Positive
مافي صدق,ar,,Positive
لايوجد,ar,,Neutral
طول مدة الصيانة وعدم التعويض بجهاز اخر طول مده الصيانة,ar,,Negative
شكرا اكسترا,ar,,Positive
Thank for Brother Salah,en,,Positive
Putting signs direction for the products,en,,Positive
